id,value
id_111,15.872096979121356
id_112,26.29051755913382
id_113,15.476132197189472
id_114,13.891731781903523
id_115,23.28749337766237
id_116,27.10805529494965
id_117,10.173764752923326
id_118,19.746161579556812
id_119,18.3482793467387
id_120,85.91867003546358
id_121,28.307926712171188
id_122,38.376001315947434
id_123,24.004222030658415
id_124,7.783239110049428
id_125,39.92985487347073
id_126,10.212200380363576
id_127,20.994440930295205
id_128,29.799626555018712
id_129,64.33353668450945
id_130,20.355647719730612
id_131,24.932236476874856
id_132,57.723624469978716
id_133,15.470578442287405
id_134,12.981013727510334
id_135,2.568915097297257
id_136,12.704945397950478
id_137,59.59732297976586
id_138,19.5254778478113
id_139,5.953144296026277
id_140,29.300651007595263
id_141,26.13512925416622
id_142,45.23542039536575
id_143,29.820723858836036
id_144,17.52111647684877
id_145,26.463300285587135
id_146,11.605947524043355
id_147,51.3103172208054
id_148,21.93223965327217
id_149,40.55713716436589
id_150,8.988791214677182
id_151,8.647691206755145
id_152,23.821150649927716
id_153,6.865084072514186
id_154,16.43871743987923
id_155,41.911088480636685
id_156,8.049885509132984
id_157,37.48449739846969
id_158,12.474253500587565
id_159,18.061112854636754
id_160,42.801307114067995
id_161,18.36191747967496
id_162,13.549128174621153
id_163,7.090570241536695
id_164,51.00532854787994
id_165,30.517671581132866
id_166,2.139896009541295
id_167,16.310020018750542
id_168,61.57001305281442
id_169,15.774729878294837
id_170,65.97052164795217
id_171,39.0299572135145
id_172,25.13758649276062
id_173,19.950727344872817
id_174,60.809631537246986
id_175,23.724269213799296
id_176,21.08994170434277
id_177,36.89585061599175
id_178,11.57973563584939
id_179,30.028254528384323
id_180,16.944793593844814
id_181,14.643491461964143
id_182,56.33605620012121
id_183,45.06285308131642
id_184,16.085709381224078
id_185,35.54375426235248
id_186,25.84887107769148
id_187,72.58906784667752
id_188,8.424502921138748
id_189,52.37124218822662
id_190,38.72037871192936
id_191,15.366573605892334
id_192,27.199436122307773
id_193,1.3832983629919298
id_194,17.7775201639749
id_195,1.0278199279307394
id_196,34.24580863522242
id_197,10.672219355944282
id_198,18.624215388574285
id_199,59.807332575561006
id_200,22.901982153477725
id_201,27.513013408229355
id_202,64.99735029968375
id_203,10.808859903476643
id_204,10.305242352945267
id_205,11.825434691000662
id_206,6.951198671149967
id_207,1.3172916583713512
id_208,136.46398915416825
id_209,19.96660126720566
id_210,18.412581764011733
id_211,13.704678467040967
id_212,36.716470830984676
id_213,35.61198511183366
id_214,18.3954947368262
id_215,36.47606492066105
id_216,75.55803533107488
id_217,1.6619918998685907
id_218,11.125939150001907
id_219,31.356519932398406
id_220,15.132946998947888
id_221,11.785507547088335
id_222,105.9650198233232
id_223,11.62383772182819
id_224,15.982610773892215
id_225,64.26537529304785
id_226,16.122815020124147
id_227,18.215754563379676
id_228,11.455189144645324
id_229,9.100170912010565
id_230,43.73071752368776
id_231,12.908038254202708
id_232,52.95793863402404
id_233,40.607573696468904
id_234,23.584976163934495
id_235,42.01793199009546
id_236,71.76612243998099
id_237,42.26176219802118
id_238,10.48076313189459
id_239,18.70369886700111
